"","ottaID","C1.MES","C2.IMM","C4.DIF","C5.PRO"
"122","TAOC01262",0.0216222108378884,0.191512303116749,0.47188347852876,0.314982007516602
"123","TAOC01265",0.173256701473952,0.221378147665116,0.236665357925653,0.368699792935279
"124","TAOC01267",0.0179674791291571,0.0705298300945851,0.811902721884617,0.0995999688916406
"125","TAOC01306",0.415692371838398,0.22050072415895,0.0728828372052936,0.290924066797358
"126","TAOC01317",0.235580001654899,0.447483491393158,0.176893382789313,0.14004312416263
"127","TAOC01332",0.163484720201303,0.272218629547684,0.384648685859168,0.179647964391845
"128","TAOC01339",0.392389312149552,0.334418661836677,0.147375938640763,0.125816087373009
"129","TAOC01370",0.0642520112244892,0.308788059464434,0.463057903373699,0.163902025937378
"130","TAOC01388",0.397092517723121,0.293553372347405,0.0500510745161886,0.259303035413285
"131","TAOC01399",0.331127569803228,0.133333052723121,0.0968961897915851,0.438643187682066
"132","TAOC01408",0.280968211049393,0.340571669962928,0.179291561519315,0.199168557468365
"133","TAOC01410",0.0800541699647258,0.0653309158004402,0.443880607022691,0.410734307212143
"134","TAOC01427",0.437584074384326,0.194063114454127,0.098574283766665,0.269778527394882
"135","TAOC01428",0.102272755412384,0.600365180685596,0.173271111678149,0.124090952223871
"136","TAOC01458",0.473081670475809,0.289369797680842,0.106738522033558,0.13081000980979
"137","TAOC01475",0.380812759642333,0.336082857616794,0.20145689322044,0.0816474895204335
"138","TAOC01486",0.34839868308543,0.196576667685258,0.132232175743474,0.322792473485838
"139","TAOC01487",0.505104613089378,0.240308747491521,0.0710756044638078,0.183511034955292
"140","TAOC01496",0.275315300825202,0.407325805459869,0.120663340219802,0.196695553495127
"141","TAOC01515",0.117766940309946,0.329074824813523,0.427611516989494,0.125546717887037
"142","TAOC01522",0.519437770547174,0.203407765365912,0.0752078183116063,0.201946645775307
"143","TAOC01525",0.0213756954832537,0.166164468460487,0.575571335262846,0.236888500793413
"144","TAOC01542",0.256532397511554,0.333556723303863,0.2706875981216,0.139223281062982
"145","TAOC01551",0.414289473367886,0.307604229504913,0.115835497895728,0.162270799231473
"146","TAOC01561",0.0882199599490814,0.206692900263488,0.53749455569635,0.16759258409108
"147","TAOC01572",0.124990982045467,0.340236193861287,0.382918905490677,0.151853918602569
"148","TAOC01609",0.461634414559523,0.392116428936995,0.0847056526318477,0.0615435038716343
"149","TAOC01644",0.521006511381086,0.2358288289801,0.0663784929491726,0.176786166689641
"150","TAOC01646",0.34009368556346,0.317003583508459,0.118900449111609,0.224002281816472
"151","TAOC01663",0.300064043287098,0.349777035025933,0.161129954106877,0.189028967580092
"152","TAOC01710",0.197738016537652,0.296627090444401,0.291081303564911,0.214553589453037
"153","TAOC01725",0.142241137970316,0.334194296909823,0.253048860439088,0.270515704680773
"154","TAOC01733",0.444168167722067,0.271232345190166,0.0487377744032234,0.235861712684543
"155","TAOC01738",0.107092141473709,0.201884206324855,0.375415980498871,0.315607671702564
"156","TAOC01743",0.373268580944129,0.222146190080598,0.0826188994880563,0.321966329487216
"157","TAOC01778",0.250464239140771,0.269127028217552,0.277336524825944,0.203072207815732
"158","TAOC01793",0.126929890563474,0.240297398065284,0.375757457718192,0.257015253653049
"159","TAOC01803",0.0591980226579525,0.162057305864645,0.539883536353105,0.238861135124297
"160","TAOC01807",0.149806860557331,0.38632590544156,0.249730323534708,0.2141369104664
"161","TAOC01837",0.0808427999983916,0.398264498417054,0.345036255503502,0.175856446081052
"162","TAOC01847",0.530801828141327,0.221199551602272,0.0668732479638907,0.18112537229251
"163","TAOC01859",0.119126287382326,0.274164472947496,0.409800603366367,0.196908636303811
"164","TAOC01874",0.216006175712787,0.177610997078533,0.375596503658683,0.230786323549997
"165","TAOC01889",0.239538252859679,0.396757416741137,0.27345678233629,0.090247548062894
"166","TAOC01891",0.247082026145886,0.155322745102889,0.217737894112482,0.379857334638744
"167","TAOC01893",0.284194686636954,0.351879842256791,0.202187201392748,0.161738269713506
"168","TAOC01895",0.4962941766488,0.24768096618905,0.125181509375858,0.130843347786292
"169","TAOC01900",0.459903607711408,0.235661867244329,0.0877102399084458,0.216724285135817
"170","TAOC01910",0.0841675931179497,0.314044522835878,0.391636894777203,0.21015098926897
"171","TAOC01919",0.580883804709498,0.235365030465258,0.0699252941283342,0.11382587069691
"172","TAOC01927",0.250547584281085,0.306453157427262,0.245764494438573,0.19723476385308
"173","TAOC01928",0.555934380829521,0.270909633131409,0.0678992638675418,0.105256722171527
"174","TAOC01931",0.134869863077071,0.5320057028821,0.253482990908215,0.0796414431326139
"175","TAOC01943",0.0645903146861064,0.349324850590164,0.333260885156855,0.252823949566874
"176","TAOC01948",0.153424158340804,0.0658759369800356,0.274713398589113,0.505986506090048
"177","TAOC01953",0.503947724534689,0.30655962066776,0.0394568463571423,0.150035808440408
"178","TAOC01954",0.140469527744899,0.344935436205024,0.292325009398171,0.222270026651906
"179","TAOC01956",0.198500349701743,0.292540080515079,0.245212996536174,0.263746573247003
"180","TAOC01967",0.0733716033051009,0.159969851239231,0.511352491382156,0.255306054073512
"181","TAOC01969",0.229335649623401,0.277350121813091,0.149301427566604,0.344012800996904
"182","TAOC01973",0.230614031744643,0.366545224658551,0.21415715934382,0.188683584252985
"183","TAOC01988",0.227070874787478,0.405828949339414,0.17452972141601,0.192570454457097
"184","TAOC01995",0.526089463000987,0.228863199744804,0.0991120137388946,0.145935323515314
"185","TAOC01999",0.130701560651778,0.216855924289875,0.430413032060121,0.222029482998226
"186","TAOC02002",0.401658195721014,0.325895607067006,0.120684741818111,0.151761455393868
"187","TAOC02003",0.0577315404843965,0.127671612723458,0.556161730205948,0.258435116586198
"188","TAOC02010",0.43297779827063,0.273485479085287,0.147194566366548,0.146342156277535
"189","TAOC02013",0.587684166135267,0.169858670012155,0.104487140538891,0.137970023313687
"190","TAOC02029",0.18259638415082,0.246490937034606,0.404483348239838,0.166429330574737
"191","TAOC02032",0.0988208214556494,0.294200421757638,0.407178226946543,0.19980052984017
"192","TAOC02038",0.342676135672356,0.359258522661488,0.167317463885324,0.130747877780832
"193","TAOC02049",0.141681082614172,0.202252305449663,0.188511218773195,0.46755539316297
"194","TAOC02051",0.639209998365955,0.17045458895813,0.0474850922156397,0.142850320460275
"195","TAOC02057",0.149237324777532,0.398087458235518,0.22418910196801,0.22848611501894
"196","TAOC02058",0.436233027741413,0.357366730397056,0.109868752973116,0.0965314888884153
"197","TAOC02059",0.0749456083805435,0.16856474954479,0.450491383153677,0.305998258920989
"198","TAOC02061",0.0359617367401013,0.331443929186535,0.44390862932657,0.188685704746793
"199","TAOC02062",0.22374489488538,0.469688085708394,0.198375648071979,0.108191371334247
"200","TAOC02063",0.167010585069158,0.282218692782631,0.251663430161239,0.299107291986972
"201","TAOC02064",0.576431435397333,0.198572389769167,0.0708724960113284,0.154123678822172
"202","TAOC02065",0.131428566596603,0.498213051818012,0.289682319282909,0.0806760623024756
"203","TAOC02067",0.34709243632413,0.357295398584917,0.158580833171062,0.137031331919891
"204","TAOC02074",0.0191711001085544,0.25407834779673,0.611895940385862,0.114854611708854
"205","TAOC02077",0.3897786500878,0.327190991349749,0.0874407805636921,0.195589577998759
"206","TAOC02080",0.0466441011241058,0.139285249859484,0.50567285551487,0.308397793501541
"207","TAOC02081",0.694072800710128,0.159396258556605,0.0764626190665459,0.0700683216667212
"208","TAOC02083",0.0935828559173394,0.122205286802601,0.213916464034946,0.570295393245114
"209","TAOC02087",0.283192174485021,0.351927894983919,0.217598746981321,0.147281183549739
"210","TAOC02100",0.153328030164406,0.144669388029012,0.253292475431251,0.448710106375331
"211","TAOC02120",0.0846364148439289,0.225670116092907,0.463885553844736,0.225807915218428
"212","TAOC02124",0.112853754469662,0.179733401510001,0.338688670808256,0.368724173212081
"213","TAOC02125",0.084182902051301,0.202485751439429,0.378446811413855,0.334884535095416
"214","TAOC02133",0.557989565811615,0.239450256678715,0.100663218745196,0.101896958764473
"215","TAOC02136",0.0283669205557674,0.201332899348492,0.491805876624592,0.278494303471149
"216","TAOC02144",0.0670645836868761,0.161549454819167,0.35653318338761,0.414852778106346
"217","TAOC02145",0.0770872177178785,0.389103495910732,0.213865489423214,0.319943796948175
"218","TAOC02174",0.659358950759593,0.16051931187181,0.048244237559738,0.131877499808859
"219","TAOC02189",0.0656592136817144,0.0871063200919934,0.335292123262115,0.511942342964177
"220","TAOC02193",0.143261929001014,0.321412350707509,0.36086432138885,0.174461398902626
"221","TAOC02205",0.154571107960326,0.302433554485809,0.194212124371049,0.348783213182817
"222","TAOC02206",0.171847582960344,0.286778470180019,0.310620173716167,0.23075377314347
"223","TAOC02212",0.0177319903260403,0.219234516589968,0.439516476363562,0.323517016720429
"224","TAOC02214",0.508552238355657,0.253830139048819,0.0745664883695054,0.163051134226019
"225","TAOC02215",0.16802511851066,0.291709918494441,0.303676819378322,0.236588143616576
"226","TAOC02222",0.136968965384384,0.280272481235604,0.391760822460942,0.19099773091907
"227","TAOC02239",0.500676737559635,0.278757865938336,0.0886794231916578,0.131885973310372
"228","TAOC02242",0.240431069558303,0.277657497244764,0.241313109247684,0.24059832394925
"229","TAOC02247",0.512696248817106,0.230538100517086,0.141306666636032,0.115458984029777
"230","TAOC02248",0.0200419472892701,0.168982650124559,0.526463514794151,0.28451188779202
"231","TAOC02249",0.0494814007534623,0.269200785897849,0.442401147912517,0.238916665436172
"232","TAOC02259",0.589736394054762,0.175535235158261,0.0598713714721722,0.174856999314805
"233","TAOC02287",0.524662809761544,0.230810155060118,0.101303868857319,0.14322316632102
"234","TAOC02288",0.0571641647870827,0.44989013941122,0.387842645661361,0.105103050140335
"235","TAOC02293",0.00897700301865356,0.0586296784676423,0.141379658945917,0.791013659567787
"236","TAOC02296",0.0179629223143942,0.189635174770602,0.478482772316442,0.313919130598562
"237","TAOC02297",0.554644214792798,0.225392540166139,0.0854749030509818,0.134488341990081
"238","TAOC02305",0.540146430135344,0.147895288509269,0.0450142194328387,0.266944061922548
"239","TAOC02309",0.442200101657127,0.304106349004739,0.115661259565166,0.138032289772968
"240","TAOC02313",0.167136488725145,0.290164303791748,0.377887677484161,0.164811529998946
"241","TAOC02319",0.0909598613987927,0.217379283207746,0.40099489651456,0.290665958878901
"242","TAOC02321",0.337023244371449,0.444930265141299,0.143845918857965,0.0742005716292867
"243","TAOC02327",0.52497694361156,0.272900344351422,0.0877730799567384,0.114349632080279
"244","TAOC02331",0.510045438273405,0.308826055213344,0.100818223498897,0.0803102830143533
"245","TAOC02363",0.215819958677329,0.463230638862311,0.194898578392284,0.126050824068075
"246","TAOC02375",0.379947930611664,0.291327621082626,0.0755800400096443,0.253144408296065
"247","TAOC02380",0.269908846985717,0.227501393511759,0.140227823770094,0.362361935732431
"248","TAOC02383",0.64211730829259,0.200588741257492,0.0758050701802099,0.0814888802697079
"249","TAOC02385",0.375316730195591,0.343602910998045,0.119234045714554,0.16184631309181
"250","TAOC02394",0.175059847141342,0.341948742611232,0.286495012489716,0.19649639775771
"251","TAOC02395",0.157851162269883,0.290337169473494,0.43505607216628,0.116755596090342
"252","TAOC02404",0.406009625604717,0.239172986957375,0.144369629608612,0.210447757829295
"253","TAOC02408",0.0902816159292966,0.24772518763327,0.518068179246482,0.143925017190952
"254","TAOC02414",0.533384249301737,0.231852495881788,0.066241821738876,0.1685214330776
"255","TAOC02415",0.35507652216218,0.37098837684724,0.117499176205436,0.156435924785144
"256","TAOC02419",0.0271497266140642,0.241238036939802,0.503697377520393,0.227914858925741
"257","TAOC02420",0.456816976798353,0.343829393164227,0.0965681195730141,0.102785510464405
"258","TAOC02421",0.209159220865093,0.297929193520119,0.301490267122665,0.191421318492123
"259","TAOC02422",0.17079429298609,0.375236382434395,0.292724841465834,0.161244483113681
"260","TAOC02427",0.229292432192318,0.374478533049126,0.210650087040621,0.185578947717935
"261","TAOC02428",0.0286496509349115,0.133042350522991,0.597580641298653,0.240727357243445
"262","TAOC02433",0.394559706859584,0.159208594287934,0.133569523599966,0.312662175252516
"263","TAOC02436",0.624412935973863,0.158524053734241,0.0672489909287165,0.14981401936318
"264","TAOC02438",0.19534674641097,0.410169647890838,0.229685513897442,0.16479809180075
"265","TAOC02440",0.64623364138776,0.21474175749093,0.0376453610726364,0.101379240048673
"266","TAOC02444",0.379780716271596,0.434855573981055,0.114996743116582,0.0703669666307668
"267","TAOC02445",0.432379762897676,0.312924642353386,0.143448824517086,0.111246770231852
"268","TAOC02446",0.669217706712122,0.14272552988149,0.0566292930366139,0.131427470369774
"269","TAOC02447",0.277652476224274,0.401013945615631,0.176278367570639,0.145055210589456
"270","TAOC02449",0.293754887491239,0.24634118223758,0.247182220697972,0.212721709573209
"271","TAOC02452",0.502385243612517,0.232412737648478,0.0895202035904312,0.175681815148575
"272","TAOC02454",0.25059806112201,0.4729711015861,0.216215027444497,0.0602158098473941
"273","TAOC02455",0.520442428587677,0.232682789939638,0.0720823136185713,0.174792467854114
"274","TAOC02457",0.27515042334915,0.357954212684368,0.206116747665994,0.160778616300487
"275","TAOC02461",0.448947165001671,0.313586464663141,0.100048006492004,0.137418363843184
"276","TAOC02463",0.023504723155314,0.0578954213358333,0.689308149738989,0.229291705769864
"277","TAOC02464",0.147903745439083,0.395158713966576,0.36285020087191,0.0940873397224318
"278","TAOC02465",0.615490356386352,0.185321925590394,0.0913693085026637,0.10781840952059
"279","TAOC02470",0.131422137614867,0.296290673835811,0.421415231702482,0.15087195684684
"280","TAOC02471",0.570159697168203,0.234887740705704,0.054059961754907,0.140892600371186
"281","TAOC02473",0.107130031284309,0.0881849057952148,0.376806839495485,0.427878223424991
"282","TAOC02474",0.57558305821674,0.250781364606092,0.0685763343459292,0.105059242831239
"283","TAOC02475",0.100394033571344,0.235938778842698,0.449086232322658,0.214580955263299
"284","TAOC02476",0.256051020269232,0.381372290627446,0.262147207523578,0.100429481579744
"285","TAOC02479",0.256154848873241,0.485772080546358,0.142572749352498,0.115500321227903
"286","TAOC02492",0.1703348576445,0.189631678070003,0.362222888630016,0.277810575655482
"287","TAOC02494",0.385168790260857,0.319412764092888,0.112360574941649,0.183057870704607
"288","TAOC02496",0.391926078228305,0.313761276092934,0.167784872866253,0.126527772812508
"289","TAOC02504",0.650663598665915,0.167643151706191,0.0677410969507383,0.113952152677155
"290","TAOC02507",0.226580214737334,0.305813721763276,0.264890907532269,0.202715155967122
"291","TAOC02514",0.160479206962602,0.34012428567923,0.32521775668808,0.174178750670088
"292","TAOC02518",0.38607470498435,0.235313516130903,0.222087732412976,0.156524046471771
"293","TAOC02520",0.0667126504261906,0.372922128537657,0.288000265756853,0.272364955279299
"294","TAOC02557",0.242354622294249,0.240588433273395,0.269868271873,0.247188672559356
"295","TAOC02559",0.0485798510136646,0.248876502302191,0.440929629862135,0.26161401682201
"296","TAOC02561",0.185586687201226,0.10903337702274,0.473591775885565,0.231788159890469
"297","TAOC02565",0.364341553633515,0.341006710336801,0.140381461811696,0.154270274217988
"298","TAOC02566",0.243400028858398,0.360180075457693,0.185581661548163,0.210838234135747
"299","TAOC02568",0.0976451029695746,0.231091482520732,0.431900884873148,0.239362529636546
"300","TAOC02571",0.206473088495653,0.255931936293976,0.284186304027149,0.253408671183222
"301","TAOC02572",0.182459585233847,0.211264897541864,0.273428347505515,0.332847169718774
"302","TAOC02575",0.242875359414065,0.187875892076578,0.103748131001169,0.465500617508187
"303","TAOC02584",0.170658618499115,0.492848612949069,0.228923900319984,0.107568868231832
"304","TAOC02586",0.179058523172672,0.291091432743515,0.338508801879123,0.19134124220469
"305","TAOC02588",0.389681473749902,0.206114676057476,0.0798514824561024,0.324352367736519
"306","TAOC02589",0,0.0657874154211479,0.610660636311376,0.323551948267477
"307","TAOC02595",0.088874531374287,0.351698415335845,0.377397673008529,0.182029380281338
"308","TAOC02596",0.299275215878751,0.409507368066446,0.164132463193923,0.12708495286088
"309","TAOC02600",0.318081578118356,0.372340512014232,0.119688218141113,0.189889691726299
"310","TAOC02605",0.51968107574657,0.236522061151203,0.0707657802216142,0.173031082880613
"311","TAOC02607",0.113260804013286,0.356347720099567,0.340421926474707,0.189969549412441
"312","TAOC02610",0.207578504054473,0.338348380455759,0.24572771482128,0.208345400668488
"313","TAOC02612",0.129385288820415,0.362673358229999,0.320871069961743,0.187070282987842
"314","TAOC02627",0.0266671377866021,0.0798408173892396,0.335069949330975,0.558422095493183
"315","TAOC02632",0.444712970159795,0.224115409061099,0.0681278734770854,0.263043747302021
"316","TAOC02642",0.142281979926827,0.29051364463758,0.425707207843074,0.141497167592519
"317","TAOC02644",0.163344577889836,0.278725233167665,0.328124077967316,0.229806110975183
"318","TAOC02646",0.0646618160848783,0.37982495009778,0.399417042223792,0.156096191593549
"319","TAOC02657",0.449661236279465,0.272795839049174,0.0806915474829424,0.196851377188418
"320","TAOC02671",0.215282384545323,0.266698023913692,0.333990162049067,0.184029429491919
"321","TAOC02677",0.189585907965622,0.266970435744824,0.285643928751579,0.257799727537975
"322","TAOC02678",0.0181727235954107,0.114650824430406,0.61790079957405,0.249275652400134
"323","TAOC02679",0.100201100369451,0.320200165901362,0.456671412529769,0.122927321199418
"324","TAOC02682",0.0707616965056593,0.238851443482203,0.222087457428977,0.46829940258316
"325","TAOC02683",0.0381352362695507,0.103219398059224,0.5131411262934,0.345504239377825
"326","TAOC02684",0.430344143770775,0.217171829771253,0.171220894635911,0.181263131822062
"327","TAOC02688",0.434413900145631,0.292031124585318,0.109890218249247,0.163664757019803
