Gene Name,Diff,Imm,Mes,Pro
APEH,2.301,0.781,-1.4046,-1.3771
APEX1,-2.8798,-1.4757,-0.9099,4.8666
APEX2,1.0913,2.7868,-3.3886,-0.2833
APH1A,1.4091,2.2248,-4.0522,0.5409
APH1B,2.6361,2.8065,-1.3168,-3.6364
API5,-2.2756,3.2274,-0.8075,-0.1613
APIP,-2.089,3.4349,-0.9574,-0.3612
APITD1,-3.9295,2.2298,-1.962,3.2616
APLP1,-3.8285,-3.5326,0.9922,5.7629
APLP2,1.2151,-1.0713,0.6339,-0.6905
APOA1,-1.9386,-2.8172,-1.3158,5.7324
APOA2,1.065,-0.5122,-2.1518,1.5915
APOA4,3.4524,-0.5269,-3.1119,0.4505
APOB,1.686,-0.5402,-1.1626,0.1357
APOB48R,1.4651,2.8787,1.1993,-5.2661
APOBEC1,3.1123,0.4105,-2.3317,-0.8457
APOBEC2,1.1021,-0.1017,-2.5106,1.519
APOBEC3A,-2.8308,8.7608,-0.1173,-4.9015
APOBEC3B,-1.8195,3.987,-1.4038,-0.6496
APOBEC3C,1.9081,2.3576,-0.2516,-3.6301
APOBEC3F,1.1339,4.9557,-2.1757,-3.3617
APOBEC3G,-0.7408,10.595,-0.5033,-7.9926
APOC1,-3.9287,10.9483,4.47,-10.9537
APOC2,-0.3517,8.7422,2.0266,-10.0628
APOC3,2.1676,-0.336,-3.6434,1.8588
APOC4,0.7175,0.4289,-1.9091,0.7974
APOD,-2.7738,-3.184,6.8625,-0.917
APOE,-5.6882,8.9418,3.5033,-6.2617
APOF,2.6926,-0.3716,-2.8248,0.682
APOH,0.5733,-0.4117,-2.2612,2.0395
APOL1,2.4578,6.7145,3.3385,-13.5162
APOL2,2.2426,6.227,2.023,-10.6843
APOL3,2.1757,10.7307,1.4505,-15.0423
APOL5,1.0643,0.9674,-2.5748,0.6283
APOL6,2.6101,9.5441,1.6934,-14.7249
APOLD1,-3.6327,-1.4182,4.1468,0.5367
APOM,1.2209,-1.4258,-3.8802,3.9638
APOO,2.0092,2.3735,-2.8135,-1.2422
APOOL,0.525,0.4883,-0.1812,-0.7339
APP,-0.6475,-6.8242,2.5337,4.1433
APPBP1,-4.0135,-0.0794,-0.9826,4.5818
APPBP2,-2.1888,-1.2315,0.6012,2.4758
APPL1,2.0489,0.5363,-1.4662,-0.8755
APPL2,-5.4605,-1.3029,-0.1294,6.2215
APRT,3.22,2.2429,-2.5831,-2.3869
APTX,0.7184,3.5458,-4.4684,0.3473
AQP1,-2.664,-1.4153,13.6676,-7.6121
AQP2,2.9622,-0.049,-2.1888,-0.4335
AQP3,2.742,1.2005,-2.4193,-1.1766
AQP4,1.2564,0.6287,-3.2839,1.4328
AQP5,3.0183,-0.0219,-2.1231,-0.5693
AQP6,1.3996,-1.4442,-2.7549,2.7367
AQP7,-0.1199,-1.8615,3.8983,-1.8664
AQP8,2.269,-0.5849,-1.0674,-0.4163
AQP9,2.8897,1.5025,1.864,-5.9073
AQR,1.8905,-0.4908,0.1801,-1.3751
AR,3.476,-2.0959,-2.3709,1.1699
ARAF,-0.4322,3.6822,0.0193,-2.9885
ARC,2.1157,-2.9216,-0.3198,1.1121
ARCN1,0.9454,-0.9017,2.028,-1.9456
ARD1A,2.1727,4.1227,-1.546,-4.2045
ARD1B,-1.1717,2.0968,-2.6307,1.6189
AREG,1.0071,1.0178,2.1781,-3.9672
ARF1,0.1017,0.9477,1.2164,-2.1338
ARF3,-0.4418,0.4297,0.3809,-0.3718
ARF4,-1.4587,1.4692,3.4067,-3.3329
ARF5,0.1455,1.2496,-3.1222,1.6905
ARF6,2.2901,2.8984,-0.489,-4.2528
ARFGAP1,-1.9271,-2.8727,1.0854,3.293
ARFGAP3,-2.7676,0.8812,4.189,-2.3471
ARFGEF1,1.7187,-0.2424,2.3329,-3.5592
ARFGEF2,-1.3102,0.2962,0.8206,0.0879
ARFIP1,-1.6118,3.3087,2.2399,-3.7852
ARFIP2,0.4792,0.8894,-1.5727,0.2688
ARFRP1,0.3392,-0.533,1.8039,-1.5357
ARG1,1.9962,-0.2637,-2.1593,0.5589
ARG2,-4.4654,-0.7908,-1.8712,6.6904
ARHGAP1,1.9597,1.7783,3.1964,-6.7572
ARHGAP11A,-2.4916,2.1663,-1.1572,1.3035
ARHGAP12,-2.0697,0.5755,-0.0917,1.3672
ARHGAP15,-3.3217,11.5287,5.37,-13.6926
ARHGAP17,-0.5263,1.7009,1.277,-2.3304
ARHGAP19,1.0474,-0.595,-1.7439,1.2965
ARHGAP22,-1.9805,-0.3016,1.112,0.939
ARHGAP24,-4.8094,-1.6415,7.857,-1.3821
ARHGAP25,-2.3535,5.6644,1.3614,-4.3342
ARHGAP26,7.0207,4.064,-3.7387,-6.2022
ARHGAP28,-6.204,-3.0743,6.3634,2.1755
ARHGAP29,-0.7738,1.3341,2.6568,-3.1052
ARHGAP4,1.1858,4.0584,-1.9566,-2.8384
ARHGAP5,-0.1032,-2.1272,0.0597,1.9807
ARHGAP6,1.2435,-1.5208,1.7468,-1.3694
ARHGDIA,0.7148,0.5499,3.6574,-4.7147
ARHGDIB,-0.2271,8.2028,6.3123,-16.3115
ARHGDIG,3.6478,-2.0309,-0.5519,-0.7611
ARHGEF1,-0.5433,0.8258,0.4538,-0.7155
ARHGEF10,1.1666,-6.0822,2.3915,2.0245
ARHGEF10L,3.0756,0.3379,2.3815,-5.445
ARHGEF11,1.0812,-1.7857,-2.6166,3.2141
ARHGEF12,4.7178,-3.1411,0.0838,-1.2532
ARHGEF15,1.4967,-1.6113,1.9496,-1.7001
ARHGEF16,0.6341,0.2003,-2.0716,1.2381
ARHGEF17,-0.0536,-4.5841,1.2765,2.9415
ARHGEF18,0.0416,-2.193,1.1668,0.8437
ARHGEF2,0.1133,2.2196,-2.4936,0.2511
ARHGEF3,-1.0237,2.0182,0.1737,-1.1117
ARHGEF4,0.832,-5.2935,-2.441,6.6485
ARHGEF5,1.7413,1.8194,-2.3469,-0.9466
ARHGEF6,-3.1528,6.5433,8.2541,-12.0814
ARHGEF7,-1.3843,-3.5667,1.1786,3.3444
ARHGEF9,1.5034,-2.7159,-0.6076,1.7393
ARID1A,-0.7913,-2.7319,-1.907,5.1748
ARID3A,-1.8785,-1.7964,3.471,0.0038
ARID3B,-2.7506,-3.1043,0.9998,4.3448
ARID4A,0.0726,-0.9762,-0.2965,1.1158
ARID4B,-1.1295,-2.4769,-0.5663,3.8593
ARID5A,-2.9765,2.4029,3.1827,-2.6422
ARID5B,-0.1529,-1.2992,5.1738,-3.527
ARIH1,-0.7926,0.688,0.2737,-0.1984
ARIH2,0.4443,-0.4567,-1.44,1.4095
ARL1,-1.4468,1.6795,-1.0171,0.7055
ARL14,0.1139,1.1271,-0.3825,-0.7645
ARL15,-3.5205,-0.5161,6.7025,-2.5676
ARL2,-2.3714,0.2545,-0.2285,2.0599
ARL2BP,-2.2479,0.0674,3.633,-1.5303
ARL3,-3.6774,-2.7915,0.049,5.9207
ARL4A,-0.2614,-2.5512,-1.4674,4.0354
ARL4C,-2.7218,-3.0248,3.3859,1.9102
ARL4D,2.9618,-1.9008,-0.002,-0.831
ARL5A,-3.1272,1.4777,2.0291,-0.5809
ARL6IP1,-2.977,3.2293,-2.1304,1.6969
ARL6IP4,0.1146,-0.245,-2.2955,2.3262
ARL6IP5,1.1332,1.5662,4.9484,-7.5413
ARL8B,0.0566,1.3375,3.3312,-4.5439
ARMC1,-4.3595,2.3217,0.9116,0.74
ARMC6,0.5604,-0.1646,-3.7668,3.2483
ARMC7,1.1173,-0.1466,-0.4724,-0.3902
ARMC8,-3.0704,1.9314,-0.9899,1.8512
ARMC9,-1.7883,-5.9428,4.7036,2.3958
ARMCX1,-5.0923,-3.1273,0.8022,6.7511
ARMCX2,-1.6183,0.5238,-1.2192,2.1128
ARMCX3,-0.5977,-0.639,2.9642,-1.7071
ARMCX5,-0.1567,-1.5814,-1.7182,3.2693
ARMCX6,-0.2658,1.9216,-2.1069,0.4892
ARMET,-1.7182,3.2592,0.5899,-2.0202
ARNT,-1.0865,-0.7657,0.6094,1.0694
ARNT2,-3.7112,-5.803,-0.4549,9.7687
ARNTL,-1.6959,2.0225,5.4428,-5.6091
ARNTL2,-4.0021,3.8402,1.4569,-1.414
ARPC1A,-0.1877,2.6987,-0.8721,-1.4522
ARPC1B,2.5111,3.7726,4.3003,-11.0731
ARPC2,-1.8621,2.8356,2.5579,-3.4312
ARPC3,-1.0139,4.1261,1.734,-4.5919
ARPC4,-0.6789,4.6052,1.079,-4.6749
ARPC5,-3.3323,3.2799,2.1064,-2.1053
ARPC5L,-0.3222,3.7184,0.0177,-3.1192
ARPP-19,-2.1564,0.5568,0.4598,0.9277
ARPP-21,1.8334,0.13,-1.7701,-0.0292
ARR3,1.5918,-0.2547,-2.1242,0.8658
ARRB1,0.5622,3.322,2.6408,-6.3259
ARRB2,-2.48,5.4791,0.512,-3.1994
ARS2,0.2374,-1.3111,-3.9407,4.8461
ARSA,0.6042,3.2081,1.2464,-4.7625
ARSB,-6.1924,2.5863,7.6642,-4.0768
ARSD,5.468,-1.4193,-2.5498,-0.8759
ARSE,-0.8262,-4.007,4.5851,0.0402
ARSF,3.4333,-0.1277,-1.9353,-0.9943
ARSJ,0.4965,-2.3688,5.6986,-3.584
ART1,2.7702,-0.6583,-2.0258,0.1327
ART3,0.0764,4.2318,-1.5639,-2.3772
ART4,0.6524,-0.3725,1.7073,-1.8695
ARTN,1.9941,0.3177,-2.612,0.4514
ARTS-1,0.2047,4.4166,0.8883,-5.1507
ARVCF,0.3672,-2.9093,-1.7981,4.1267
ASAH1,-0.6152,2.2878,3.3408,-4.8476
ASAHL,-0.727,4.7439,5.8034,-10.0739
ASB1,-0.687,-3.7733,-0.4286,4.5318
ASB13,-1.4242,1.5557,-1.9633,1.7031
ASB4,1.2477,-0.0753,-1.28,0.2018
ASB6,1.2619,1.4415,-0.9494,-1.516
ASB7,0.2887,1.3979,-0.1813,-1.3601
ASB8,-0.1008,1.0205,-1.5106,0.5986
ASB9,-1.7369,-0.1834,-2.8639,4.5191
ASCC1,-2.7441,0.1471,0.935,1.353
ASCC2,1.0694,1.8948,-0.0753,-2.6153
ASCC3,-1.8576,3.3386,0.8447,-2.2175
ASCC3L1,-2.482,-3.1475,-3.4604,9.1909
ASCIZ,-1.2369,0.075,1.325,-0.2545
ASCL1,0.6098,-1.1144,-2.2525,2.6572
ASCL2,-1.769,0.891,-2.057,2.7162
ASCL3,0.9098,0.5063,-1.1867,-0.1248
ASF1B,-2.6536,3.097,-3.6255,2.953
ASGR1,-0.0739,0.5151,-2.1645,1.6579
ASGR2,1.8521,1.8382,-0.4223,-2.9204
ASH1L,1.9005,-1.578,-0.9215,0.6668
ASH2L,-1.2293,-2.1344,-0.4082,3.466
ASL,0.9577,5.4134,-0.6214,-5.1966
ASNA1,-1.8636,1.648,-1.8949,1.9392
ASNS,-1.0591,2.4842,-0.9832,-0.3891
ASNSD1,-1.6763,0.9104,-1.8283,2.3938
ASPA,-2.3921,-1.3608,8.657,-4.3219
ASPH,-1.8615,-0.9255,3.8462,-1.1448
ASPHD1,3.1189,0.6253,1.6319,-4.9878
ASPM,-2.5634,0.9564,-2.4131,3.7143
ASPN,-6.1553,-2.9371,19.7862,-5.8516
ASPSCR1,0.0889,0.3222,-3.4972,2.9589
ASRGL1,3.7751,1.6596,-1.4758,-3.4018
ASS1,2.2401,3.5488,0.8484,-6.2638
ASTE1,-1.6184,0.9594,-3.3242,3.7456
ASTN1,-0.411,-3.1732,-4.088,7.5819
ASTN2,-0.2243,-1.2692,1.0762,0.3267
ASXL1,-4.3085,-1.4207,-1.1874,6.4721
ASXL2,-0.0473,-3.1565,-0.6542,3.5837
ATAD2,-1.3638,4.0227,0.6578,-3.0853
ATAD2B,-2.0663,-4.8071,0.0735,6.3271
ATAD3A,1.7857,0.4457,-2.3374,0.258
ATAD4,3.0403,1.7859,-3.2117,-1.2245
ATAD5,-4.7103,2.5041,-2.2974,4.0051
ATF1,-2.9182,2.6865,-1.3626,1.397
ATF2,-3.4363,1.7523,-0.7503,2.0949
ATF3,1.098,-0.7041,0.7662,-1.0517
ATF4,-0.9192,1.9024,2.1325,-2.9987
ATF5,-1.5045,0.5067,-1.1238,1.9358
ATF6,-2.9976,1.033,-0.145,1.7958
ATF7,1.0943,-3.4636,-0.5031,2.671
ATF7IP,-1.6061,-0.7172,-1.6998,3.7533
ATF7IP2,0.8693,0.2145,-1.7231,0.6887
ATG12,-1.1956,2.0319,2.1348,-2.872
ATG2A,3.9124,0.2661,-3.8907,0.0523
ATG2B,-0.0051,-1.2238,3.4192,-2.1147
ATG3,-1.5994,6.1232,-0.875,-3.1462
ATG4A,-1.4703,4.5177,2.2629,-5.068
ATG4B,-1.2002,-2.8276,-1.1726,4.8943
ATG5,-3.582,2.3322,-0.304,1.2584
ATG7,0.5808,4.676,2.3652,-7.4365
ATG9A,0.1134,-3.0569,-0.2182,2.9086
ATHL1,2.4583,-0.8617,-0.6075,-0.7666
ATIC,1.0717,-0.5104,-3.0476,2.4347
ATM,0.7159,-1.6001,0.7423,0.1227
ATN1,1.3871,-3.3898,-3.4886,5.3357
ATOX1,-1.1623,3.6714,0.9428,-3.2348
ATP10A,2.6446,0.9627,5.9086,-9.6322
ATP10B,4.7641,3.5626,-1.9236,-5.6534
ATP10D,-4.1825,2.5818,6.3018,-4.6368
ATP11A,4.0306,-0.7621,2.7158,-5.5598
ATP11B,-0.6987,1.1321,3.7651,-4.0541
ATP12A,2.8279,0.4533,-2.6458,-0.3533
ATP13A1,2.2058,-0.3475,-2.8104,1.0658
ATP13A2,-0.246,-0.0817,-0.8617,1.1176
ATP13A3,-1.448,-0.2817,0.9525,0.6114
ATP1A1,4.765,-1.8085,-1.5252,-0.9414
ATP1A2,-2.2807,-4.5072,-1.1637,7.6377
ATP1A3,2.8804,0.919,-1.4228,-1.9868
ATP1B1,-0.4935,-2.3194,-0.9105,3.4687
ATP1B2,-1.729,-4.5838,-2.1473,8.3157
ATP1B3,0.1535,0.6113,-0.4191,-0.2926
ATP1B4,2.1437,0.1366,-2.1211,0.0275
ATP2A1,1.0545,-0.5666,-3.8436,3.2515
ATP2A2,0.53,0.3245,0.7468,-1.4816
ATP2A3,-0.3851,4.1538,-1.2519,-2.1917
ATP2B1,-0.0755,-1.2489,0.5227,0.7074
ATP2B2,1.1688,-0.3975,-2.1866,1.4284
ATP2B3,2.4267,-0.6567,-4.3599,2.5825
ATP2B4,-1.6606,-2.5947,0.7935,3.0844
ATP2C1,-1.9428,0.954,-0.2562,1.0677
ATP2C2,4.832,-2.7844,-2.9853,1.2498
ATP4A,0.5054,-1.2091,-2.7426,3.3188
ATP4B,0.941,-1.9286,-2.6436,3.5049
ATP5A1,-0.1905,3.66,-0.6797,-2.4956
ATP5B,-0.1394,1.5361,-2.882,1.4553
ATP5C1,-0.5104,4.5784,-1.7307,-1.9876
ATP5D,4.3889,1.6271,-1.2538,-4.1269
ATP5E,-1.2405,-1.6351,1.2992,1.338
ATP5F1,1.6106,3.0025,-2.4702,-1.7826
ATP5G1,0.9331,2.4715,-2.0369,-1.1221
ATP5G2,2.4537,-1.6334,-5.2537,4.3171
ATP5G3,0.5094,2.4827,-2.0947,-0.706
ATP5H,2.4859,2.1687,0.0197,-4.2571
ATP5I,0.5258,-0.1978,-0.5717,0.2686
ATP5J,0.3509,0.397,-0.7429,0.0404
ATP5J2,1.8781,2.988,-2.9857,-1.519
ATP5L,2.588,0.4827,-1.3853,-1.3678
ATP5O,1.4843,0.5216,-1.7801,-0.0753
ATP5S,0.3944,1.4982,-3.8568,1.92
ATP6AP1,1.9338,2.5919,2.1234,-6.396
ATP6AP2,-1.0235,2.9272,1.6962,-3.4297
ATP6V0A1,-3.4126,-1.7139,3.1111,1.569
ATP6V0A2,-5.6154,3.2499,0.1074,1.6816
ATP6V0A4,1.2664,-2.2181,0.6815,0.2585
ATP6V0C,-2.3003,0.6801,2.7539,-1.2374
ATP6V0D1,-3.4826,3.8388,2.818,-3.1618
ATP6V0E2,1.626,-1.4028,-2.6431,2.3914
ATP6V1A,-0.4275,2.6741,1.2293,-3.2755
ATP6V1B1,5.8407,-0.9293,-1.7598,-2.3907
ATP6V1B2,-2.9077,3.3467,6.2728,-6.574
ATP6V1C1,0.0143,2.8207,4.1234,-6.8359
ATP6V1D,-3.382,1.119,3.7878,-1.674
ATP6V1E1,-1.0748,4.6664,2.8896,-6.2661
ATP6V1F,-1.1499,2.2192,-0.2323,-0.7915
ATP6V1G1,-1.432,-0.5981,2.2325,-0.3267
ATP6V1G2,-0.698,0.2334,-1.9989,2.3205
ATP6V1H,-1.0362,0.3857,0.212,0.35
ATP7A,0.9647,0.7944,0.1235,-1.6965
ATP7B,-2.3116,-2.7013,-1.9969,6.7421
ATP8A1,-1.2682,2.4311,2.0472,-3.0922
ATP8A2,-1.7848,-3.186,1.2345,3.3026
ATP8B1,5.4335,3.5753,0.0094,-8.5362
ATP8B2,-7.9104,-3.1436,3.619,6.1288
ATP8B3,1.959,-0.2281,-0.0991,-1.4068
ATP8B4,-1.3041,7.0029,5.3715,-11.4931
ATP9A,0.7395,-3.2518,1.6633,0.7012
ATP9B,1.6849,-0.6994,0.0712,-0.8993
ATPAF2,-2.5778,0.8798,-0.4912,1.9129
ATPBD1B,-0.5166,1.9834,-2.5002,1.0227
ATPBD1C,-4.3439,3.482,-1.1685,1.6983
ATPIF1,3.3175,1.9281,-2.3515,-2.4025
ATR,2.5892,1.3545,-0.677,-2.8695
ATRN,-1.3297,-2.4196,-1.7086,5.1753
ATRNL1,1.5959,-3.6015,-1.7752,3.6067
ATRX,-0.6656,-3.1973,1.0082,2.5284
ATXN1,-0.486,-3.5217,3.8568,-0.0254
ATXN10,-2.1455,2.6464,0.9087,-1.4074
ATXN2,-0.7208,-3.6004,-0.9328,4.9263
ATXN2L,-0.7152,-0.789,-0.1844,1.5307
ATXN3,-1.3147,0.8848,2.0267,-1.5985
ATXN7,4.1079,-0.2979,-0.1981,-3.0944
ATXN7L1,4.2705,2.0545,-4.9402,-0.9422
AUH,2.5221,1.2645,-0.077,-3.3225
AUP1,2.7633,1.1347,-2.3878,-1.1646
AURKA,-4.5184,2.3426,-0.4967,2.2141
AURKAIP1,0.567,0.8044,-1.1863,-0.0976
AURKB,-4.7733,3.5165,-4.1772,4.9617
AURKC,-0.3814,2.5833,-1.2289,-0.836
AUTS2,0.8486,-3.6297,-2,4.5552
AVEN,0.5461,-1.2067,3.7965,-2.9806
AVIL,1.5232,2.548,-1.4459,-2.278
AVP,2.1615,-0.6874,-1.4371,0.1217
AVPI1,1.0802,-0.6964,0.8041,-1.0794
AVPR1A,-4.6772,0.2299,8.4947,-3.7372
AVPR2,3.2198,-2.4083,-0.2997,-0.3041
AXIN1,1.0995,-0.218,-2.1613,1.2994
AXL,-6.6077,1.6129,8.5674,-3.5541
AYTL2,0.416,0.2134,-1.7399,1.1033
AZGP1,2.3181,-0.2075,-4.7525,2.6241
AZI1,2.6755,-2.1734,-3.6867,3.1701
AZI2,-2.5898,1.2217,3.6487,-2.3197
AZIN1,1.0475,0.0414,2.2282,-3.1175
AZU1,3.745,-0.0119,-1.6247,-1.6608
B2M,0.3763,8.9256,2.4337,-11.8169
B3GALNT1,-0.7657,3.892,-1.8473,-1.0633
B3GALT1,-2.2276,0.719,1.3565,-0.0168
B3GALT2,-0.9529,-2.0911,2.6307,0.2398
B3GALT4,1.8272,4.7324,0.7208,-6.9063
B3GALT5,4.3939,-1.1374,-3.1003,0.2238
B3GAT1,1.3878,-2.3249,-0.5887,1.4707
B3GAT3,3.4813,0.7849,-0.9611,-2.8288
B3GNT1,-1.4264,-4.6952,-1.0375,6.815
B3GNT2,-2.2342,4.1619,1.7521,-3.5124
B3GNT3,4.9052,2.1699,1.3728,-8.0748
B3GNT4,1.1146,1.2361,-3.5701,1.2588
B3GNTL1,2.7885,0.4048,-2.4201,-0.4867
B4GALNT1,-0.9012,-1.1399,-0.944,2.7644
B4GALT2,-0.3206,-0.2902,-0.0449,0.5902
B4GALT3,-1.8182,0.0451,-1.3007,2.8198
B4GALT4,-3.3899,-0.8053,1.2534,2.4832
B4GALT5,-1.4428,1.0375,1.212,-0.8492
B4GALT6,-4.8458,-1.0935,1.0551,4.2039
B4GALT7,0.0453,-0.5152,0.7685,-0.3041
B9D1,-0.0939,-1.1847,-3.442,4.5378
B9D2,-0.1874,0.3718,-3.3628,3.0361
BAALC,1.6144,-3.1412,0.9398,0.5308
BAAT,2.3872,-0.7419,-2.4006,0.8881
BACE1,2.8256,-1.24,3.2059,-4.4639
BACE2,6.3258,2.1043,-0.5149,-7.1309
BACH1,-5.6257,0.8256,4.7718,-0.4685
BACH2,-4.9998,-4.3079,3.7615,4.6846
BAD,1.3558,0.394,-1.7403,0.1155
BAG1,2.5458,3.236,-1.1392,-4.1377
BAG2,-5.7791,-0.2367,3.314,1.9489
BAG3,1.5465,-2.3406,5.5313,-4.43
BAG4,-1.3669,0.5046,0.6957,0.0658
BAG5,1.1062,-1.2944,0.2524,-0.0264
BAHCC1,-1.5521,-4.5573,3.4525,2.1724
BAHD1,1.7774,-3.2971,-0.5985,2.0096
BAI1,4.1961,-2.0147,-0.1441,-1.6245
BAI2,-3.6599,-4.0996,2.4685,4.603
BAI3,-0.2898,-3.1305,2.6496,0.5681
BAIAP2,2.9309,-1.6531,1.7721,-2.7492
BAIAP3,4.5833,-1.4756,-2.9877,0.2729
BAK1,0.2994,7.0899,-1.3868,-5.2043
BAMBI,-2.3059,-6.253,1.487,6.3513
BANF1,-0.4062,2.4382,-2.6993,0.7027
BANK1,-0.6877,3.7286,1.6532,-4.4437
BANP,0.208,0.5725,-4.2905,3.3552
BAP1,0.9124,-0.1902,-1.9261,1.2147
BARD1,-3.2144,0.7973,-1.8919,3.9335
BARX1,-2.9683,-3.3864,8.0602,-1.5149
BARX2,1.8846,0.8462,-3.7223,1.0901
BASP1,-7.4945,-1.1898,10.2917,-1.5182
BAT1,-2.0845,0.5929,-2.6538,3.8725
BAT2,1.0202,-1.2196,-3.0327,3.1357
BAT2D1,1.9022,-4.83,-0.1026,2.7567
BAT3,-0.482,-0.247,-2.128,2.7032
BATF,-0.1232,8.3306,1.3398,-9.0282
BAX,-2.9726,2.6996,1.8474,-1.6446
BAZ1A,2.4223,3.6793,-0.6184,-4.9852
BAZ1B,1.1345,-1.1574,-1.7229,1.7182
BAZ2B,0.0221,-3.9118,-1.6763,5.282
BBC3,2.9979,1.1803,0.241,-3.9916
BBOX1,2.3743,3.976,-0.6173,-5.2171
BBS1,2.3402,-2.561,-3.4604,3.6182
BBS10,-2.7146,-1.7976,-1.8213,6.0063
BBS4,-1.9483,-0.4495,-1.24,3.3471
BBS5,0.7927,-2.3882,-4.5091,5.9645
BBS7,-3.1441,0.124,0.9453,1.7057
BBS9,-0.0624,-2.5079,-0.3485,2.6938
BCAM,0.7399,-2.6697,-1.2409,2.998
BCAN,2.2062,-0.7277,-2.7346,1.3437
BCAP29,-0.108,4.2918,0.9387,-4.7879
BCAP31,2.5085,2.1681,1.2374,-5.5593
BCAR3,2.6186,0.3801,0.3632,-3.006
BCAS1,5.4199,-2.4127,-0.3472,-2.0518
BCAS2,-2.9482,2.6856,-1.0151,1.0901
BCAS3,0.2895,-0.1561,-1.9169,1.7248
BCAS4,-1.1848,-0.1835,-2.3348,3.4828
BCAT1,-2.6474,-1.5443,2.9317,0.9289
BCAT2,-0.3551,2.1784,-1.3752,-0.3567
BCCIP,-1.7368,0.2492,-2.1231,3.3619
BCHE,-4.1337,-1.9495,8.8284,-2.4177
BCKDHA,-0.1158,1.8693,-1.3633,-0.2992
BCKDHB,-0.2268,1.1173,-2.8978,1.9334
BCKDK,-0.6092,2.5639,-0.6942,-1.1309
BCL10,3.1569,3.298,0.932,-7.0479
BCL11A,-0.1439,2.6209,-4.555,2.0109
BCL11B,-3.8074,2.9156,2.504,-1.7566
BCL2,0.7443,-1.1542,-3.4646,3.7425
BCL2A1,-4.1188,7.9995,6.0304,-9.832
BCL2L1,-1.0727,-0.8755,1.0736,0.7128
BCL2L10,1.7917,0.7684,-3.5639,1.0926
BCL2L11,-1.5321,2.6315,-3.4583,2.2257
BCL2L13,1.9511,2.3362,0.4139,-4.3331
BCL2L14,2.5319,5.3429,-6.7378,-0.8192
BCL2L2,3.3604,-0.6733,1.0906,-3.3793
BCL3,3.1784,4.2261,2.4261,-9.9547
BCL6,4.4706,1.0435,-1.3932,-3.4938
BCL7A,-0.5637,-3.9598,-0.1756,4.3225
BCL7B,0.8858,0.5508,-2.1611,0.7787
BCL7C,0.1856,1.004,-2.7724,1.554
BCL9,-1.2425,-3.2531,-1.6534,5.8685
BCLAF1,-1.2126,-1.5275,0.3276,2.1551
BCMO1,4.5601,-0.2355,-2.5914,-1.2115
BCOR,0.0555,-1.8777,-2.6938,4.3301
BCORL1,-0.7623,-4.6871,-0.814,5.8807
BCR,-1.182,-0.0888,0.8206,0.3291
BCS1L,2.4642,0.3915,-4.5811,1.7755
BDH1,2.1389,3.4977,-5.2357,-0.1701
BDH2,-2.3095,-2.0264,1.0439,2.8882
BDKRB1,-1.1998,-0.8549,8.0728,-5.5168
BDKRB2,-0.4076,-0.5592,6.5606,-5.2688
BDNF,1.5552,-0.3144,0.8003,-1.8455
BECN1,-2.1831,2.7954,2.5145,-3.0626
BEGAIN,2.5331,-2.8483,2.1878,-1.7101
BEST1,-2.6478,3.2829,4.7191,-5.2473
BEST2,1.8911,-0.4141,-2.2491,0.8719
BET1,-1.3191,2.5106,-0.023,-1.1071
BET1L,1.7663,-0.727,1.4365,-2.2648
BEX1,-4.6601,-4.2104,-1.8872,10.9005
BEX4,-2.2316,-0.8776,0.4969,2.2851
BFAR,-2.8669,1.2268,0.6744,0.7167
BFSP1,-1.1752,-3.831,-2.6428,7.4948
BFSP2,-0.8747,2.8497,-1.527,-0.3573
BGLAP,-0.0594,-1.7486,-2.7998,4.4174
BGN,-5.7349,-5.0786,19.0971,-3.7716
BHLHB2,2.5607,-0.428,7.5339,-9.5518
BHLHB3,3.3067,1.2724,-0.7576,-3.3416
BHLHB9,-2.7618,-1.4772,-3.1883,7.2354
BHMT,-0.3455,-0.4274,-2.3023,2.9196
BHMT2,-1.3778,-0.6115,-0.9324,2.6821
BICD1,0.0859,-1.7062,-1.0271,2.4858
BICD2,0.138,-3.7969,5.013,-1.3602
BID,1.0358,3.1194,2.0355,-5.9318
BIK,3.903,3.9064,-0.4045,-6.8633
BIN1,0.0096,-1.7094,-1.4239,2.9477
BIN2,-2.1816,11.0424,4.5964,-13.7495
BIN3,1.248,-3.3487,-1.3696,3.2883
BIRC2,-1.5352,-0.1322,3.1667,-1.5381
BIRC3,3.7848,6.8884,0.6964,-11.432
BIRC4,0.933,1.5849,0.6625,-2.9331
BIRC5,-4.1249,3.982,-2.2194,2.0881
BIRC7,0.449,-1.5957,-0.8448,1.8819
BLCAP,3.4566,-1.8902,-1.3618,0.0465
BLK,0.7901,0.5327,-1.6577,0.4041
BLM,-2.1101,0.7184,-2.4736,3.5939
BLMH,-6.5489,-1.2331,1.7503,5.0512
BLNK,0.4202,6.3999,0.6131,-6.928
BLOC1S1,0.332,1.6297,-4.0275,2.0107
BLR1,2.1651,0.9331,-1.6565,-1.159
BLVRA,-1.871,3.9714,0.5201,-2.4489
BLVRB,1.0361,4.6811,0.1067,-5.3738
BLZF1,0.1516,2.3369,1.2259,-3.4889
BMI1,-3.7161,0.6441,-0.9088,3.536
BMP1,-2.3024,-5.2625,10.6284,-2.2265
BMP10,1.0569,-0.2215,-1.1032,0.3337
BMP15,2.2719,0.3415,-2.0697,-0.3172
