Gene Name,Diff,Imm,Mes,Pro
EDN2,0.1377,-2.9318,-0.2665,2.82
EDN3,0.6412,-3.5657,-3.6304,6.3866
EDNRA,-5.05,-2.1635,17.2234,-6.4058
EDNRB,-3.1927,2.1287,2.9192,-1.9566
EEA1,0.772,0.4995,1.5699,-2.6596
EED,-0.672,2.2126,-1.9014,0.389
EEF1A1,-1.3551,0.3872,-0.5184,1.3298
EEF1A2,1.6935,-1.7591,1.4988,-1.3091
EEF1D,4.1442,-2.1174,2.2984,-3.8865
EEF1E1,-2.613,0.5105,0.5366,1.2893
EEF1G,1.4165,-2.2408,-0.9223,1.6909
EEF2,2.8264,-4.0242,0.1794,0.9865
EFCAB1,3.6698,-2.8902,-3.4097,2.7065
EFCAB2,0.2531,-1.2877,-3.9315,4.7903
EFCAB6,2.4565,-2.0808,-3.6553,3.2494
EFCBP2,0.4983,-0.982,-2.324,2.7009
EFEMP1,-3.7587,-0.4508,8.8524,-4.186
EFEMP2,-4.6266,-5.7012,7.6368,2.1559
EFHA1,-2.5464,-0.1014,1.9614,0.4337
EFHC1,-0.3109,-2.386,-1.8118,4.2722
EFHC2,0.8411,0.2916,-5.8634,4.4946
EFHD1,-0.0127,-5.6912,1.9432,3.2026
EFHD2,0.4759,4.1366,1.1837,-5.4657
EFNA1,3.2243,2.7241,0.9795,-6.5427
EFNA2,1.7246,-1.141,-1.8851,1.3401
EFNA3,-2.8388,-2.2603,-2.2323,7.1017
EFNA4,-5.0648,-3.1573,-1.2162,9.2378
EFNA5,2.7863,-1.6158,2.0473,-2.9265
EFNB1,-0.0219,-2.8329,-0.3552,2.9624
EFNB2,-3.1255,-5.2461,3.7256,3.9124
EFNB3,-4.0587,-5.3684,2.1164,6.5559
EFS,-6.2317,-5.8752,2.3185,8.9718
EFTUD1,1.3172,0.3316,-1.2003,-0.3067
EGF,1.1917,3.5266,-2.1712,-2.165
EGFL6,-5.84,-2.116,5.544,1.7213
EGFL7,-1.5248,-2.9262,4.2064,0.0455
EGFR,2.3132,0.2525,1.1718,-3.4187
EGLN1,0.0342,0.6286,-1.1073,0.4544
EGLN2,-2.5324,0.4972,0.5457,1.2235
EGLN3,1.1427,0.403,4.2093,-5.5229
EGR1,3.0054,-2.4386,5.0783,-5.283
EGR2,-2.3732,-1.1986,8.9864,-4.8072
EGR3,0.6921,-2.9818,4.2801,-1.9254
EHBP1,1.014,-4.3113,1.0029,2.0144
EHBP1L1,0.2434,3.5804,2.272,-5.8636
EHD1,3.9561,-1.5427,2.0388,-4.0154
EHD2,0.8527,-3.1171,10.5744,-7.2626
EHD3,-1.6745,-2.233,3.4187,0.2677
EHD4,0.5248,2.3788,4.4452,-7.2634
EHF,5.6386,3.0872,-1.752,-6.1488
EHHADH,-0.8173,2.0529,-2.7191,1.431
EHMT1,-1.1003,-2.3134,0.2398,2.8699
EHMT2,-0.5624,-0.1134,-4.4102,4.8688
EI24,2.6759,1.0279,-1.5166,-1.821
EID1,-2.5271,-2.5349,4.4172,0.3725
EIF1,-3.4001,0.929,2.753,-0.5306
EIF1AX,2.5948,0.7098,-2.0851,-0.9164
EIF1AY,2.211,0.8845,-2.7072,-0.1667
EIF1B,-4.0572,-0.1316,-1.9247,5.6697
EIF2AK1,-1.7581,-0.5749,-1.7626,3.8194
EIF2AK2,0.6148,2.799,-1.8493,-1.314
EIF2AK3,-2.3821,-0.8277,-1.2209,4.0906
EIF2B1,-3.9356,1.8721,-1.4369,3.0836
EIF2B2,-3.2909,0.1843,1.354,1.3808
EIF2B3,-0.9223,5.7364,-1.1603,-3.1565
EIF2B4,-0.6108,-0.842,-2.0091,3.2702
EIF2B5,0.2298,1.3718,-2.068,0.516
EIF2C1,-0.4707,-1.4112,-1.1869,2.8702
EIF2C3,-1.4986,-0.8998,-1.2036,3.3337
EIF2C4,-0.4634,1.7388,1.2696,-2.4144
EIF2S1,-3.1149,1.8632,1.8142,-0.738
EIF2S2,-2.8647,1.6282,-0.4779,1.4574
EIF2S3,2.9299,-0.6525,-1.2774,-0.7188
EIF3A,0.6266,-4.9506,0.8023,3.1122
EIF3B,2.02,-0.8758,-1.9586,0.9104
EIF3E,1.2071,0.0475,1.7251,-2.7755
EIF3EIP,0.2106,-1.2356,-0.0592,1.0034
EIF3F,-1.5786,-1.0907,-1.1647,3.5515
EIF3G,0.9095,-0.3448,-1.8956,1.3319
EIF3H,2.5293,-0.057,1.3469,-3.4907
EIF3I,-0.2314,2.6285,-0.8252,-1.396
EIF3J,0.5389,-0.5065,1.8167,-1.7493
EIF3K,-0.9329,2.1012,-0.3676,-0.7452
EIF3M,0.724,1.0614,-2.2249,0.514
EIF4A1,-2.0277,3.0405,-1.1518,0.1186
EIF4A2,-1.4522,0.583,-1.0502,1.7477
EIF4A3,-1.8544,2.3711,0.157,-0.6895
EIF4B,2.0088,-3.8202,-0.9856,2.6498
EIF4E,-4.3307,4.0498,1.2631,-1.1398
EIF4E2,-4.5528,-1.8855,0.6758,5.1286
EIF4EBP1,-2.5174,1.1891,-1.7161,2.7671
EIF4EBP2,0.0966,-0.9982,1.1392,-0.2617
EIF4ENIF1,-2.064,2.1519,-0.9822,0.7801
EIF4G1,-0.0667,-0.3564,0.1179,0.272
EIF4G2,-4.4963,0.0581,2.5004,1.4058
EIF4G3,-2.1115,-2.4309,2.4825,1.6946
EIF4H,1.6074,-3.1981,0.2267,1.2703
EIF5,-1.5512,0.171,0.6404,0.5847
EIF5A2,-5.2934,0.9259,6.0857,-1.951
EIF5B,0.1301,-1.7139,-1.5107,2.9288
EIF6,-2.8562,3.2081,-0.7151,0.2618
ELA2,2.4329,0.6598,-2.9978,0.1192
ELA2A,2.6979,-0.6007,-3.8257,1.8138
ELA2B,1.9743,0.0723,-2.8202,0.8867
ELA3A,1.2427,-0.7168,-3.3856,2.7976
ELAC1,-1.3946,2.1257,-0.6864,-0.0591
ELAC2,-0.2659,-1.2433,-3.0627,4.3869
ELAVL1,-1.2017,-3.7277,-0.1328,4.6652
ELAVL2,0.554,-1.5023,0.7915,0.1287
ELAVL3,-1.4484,-2.4627,-2.9454,6.688
ELAVL4,-1.1474,3.271,0.4945,-2.443
ELF1,-0.1927,1.4717,3.1571,-4.2654
ELF2,-2.5253,0.7563,-0.3143,1.8104
ELF3,5.5472,4.3631,-1.392,-7.8098
ELF4,1.4535,2.2001,0.1644,-3.4871
ELF5,1.4096,-1.7367,-1.9465,2.2243
ELK1,2.0383,1.1152,-2.8997,-0.0509
ELK3,-1.4765,-0.4821,7.3271,-4.9848
ELK4,-1.2877,1.4112,-1.2006,0.9864
ELL,2.3653,1.5622,-0.1146,-3.4313
ELL2,-2.6573,4.5879,9.2793,-11.3906
ELL3,3.6421,3.4441,-2.4436,-4.0009
ELMO1,-0.3001,5.0749,2.1224,-6.6198
ELMO2,-4.7849,0.27,1.7488,2.1601
ELMO3,5.2312,1.7781,-2.9678,-3.2792
ELN,-3.7848,-4.9762,8.1755,0.4594
ELOVL1,2.6599,4.306,0.8461,-7.4873
ELOVL2,-2.5848,-2.9059,-1.1027,6.2629
ELOVL4,-3.8491,-0.6994,-0.4868,4.5342
ELOVL5,-3.6387,1.6624,2.6625,-0.9146
ELOVL6,-0.543,2.5019,-2.9009,0.9543
ELP3,1.108,-3.2111,-0.6357,2.564
ELP4,0.5853,3.3474,0.7521,-4.3637
ELSPBP1,2.0805,-0.145,-2.263,0.4751
ELTD1,-5.9759,0.7617,11.1285,-5.116
EMCN,-2.7234,-0.8956,8.0973,-4.0562
EMD,2.7975,2.2639,-2.8451,-1.7951
EMG1,-3.4972,1.7376,-3.139,4.5202
EMID1,-4.0427,-1.6765,-2.705,8.2264
EMILIN1,-4.5667,-4.3675,14.4706,-3.2679
EML1,-2.6739,-3.6052,1.399,4.3347
EML2,4.4294,1.8427,-1.3976,-4.2248
EML3,4.3362,1.9384,-0.2297,-5.4672
EML4,-0.8725,-1.2862,0.188,1.7669
EMP1,-1.2653,-3.2835,7.9514,-3.0281
EMP2,3.37,3.0325,-0.7572,-5.0953
EMP3,-6.7127,5.7139,9.2067,-8.0532
EMR1,-0.5933,5.4,1.5347,-5.9789
EMR3,0.2435,0.8623,1.3764,-2.3366
EMX1,2.1911,-0.51,-2.6739,1.093
EMX2,0.087,-5.8896,0.9907,4.2395
EN1,-0.9675,-2.095,4.3381,-1.3073
EN2,2.8741,-1.006,-2.3017,0.6217
ENAH,-2.8411,-7.476,1.4489,8.0963
ENC1,-0.3486,-4.3958,6.2107,-1.4457
ENDOD1,5.7102,0.7816,-0.9591,-4.731
ENDOGL1,-2.9559,1.7003,0.8018,0.2391
ENG,-0.6148,-0.2246,4.13,-3.1639
ENO1,-1.6059,1.6995,1.8881,-1.9606
ENO2,-3.3914,-3.1692,1.0721,4.9172
ENO3,-0.7254,-1.9573,-2.3213,4.7749
ENOPH1,-2.4951,4.7648,-0.5069,-1.5849
ENOSF1,1.3808,2.049,-2.028,-1.1415
ENOX1,-4.2426,-4.1819,11.0923,-1.8471
ENOX2,0.2394,2.4986,0.7335,-3.2287
ENPEP,-5.2394,-0.8518,7.6333,-1.5974
ENPP1,-4.9896,-3.9294,10.9834,-1.4055
ENPP2,-3.5168,2.1102,2.5013,-1.2716
ENPP4,-1.1351,1.5772,-2.6399,2.0725
ENSA,0.5084,2.9344,-2.9868,-0.2738
ENTPD1,-5.4254,3.2772,7.8042,-5.5247
ENTPD2,2.699,-1.6021,-2.8204,1.8036
ENTPD3,1.1492,-2.4766,4.1326,-2.6563
ENTPD4,0.1375,-3.3919,3.3738,-0.2458
ENTPD5,0.416,2.5701,-1.7274,-1.05
ENTPD6,2.5907,1.604,-3.4717,-0.4402
ENTPD7,-6.2028,-2.1591,6.313,1.3911
ENY2,-1.5578,2.8612,3.136,-4.3048
EP300,-1.1674,-1.7164,0.9989,1.6368
EP400,0.1894,-3.5487,-0.8555,3.9316
EPAS1,0.983,1.2971,6.2945,-8.517
EPB41,-2.1398,1.6927,-1.6182,1.8731
EPB41L1,6.1264,-2.8368,-0.4846,-2.0884
EPB41L2,-1.6102,0.9236,0.1519,0.4151
EPB41L3,-4.9644,7.1806,8.3392,-10.6095
EPB41L4A,5.4796,-1.0748,-1.1728,-2.5271
EPB41L4B,2.0695,-1.0743,-1.8049,0.904
EPB41L5,-4.8612,-0.8209,-0.9012,6.0181
EPB42,2.1082,-1.1527,0.006,-0.788
EPB49,2.246,-5.0724,-3.5299,6.1635
EPHA1,1.7794,-2.1931,-0.5033,0.9273
EPHA2,1.1677,-3.3019,5.6804,-3.311
EPHA3,-2.9545,-0.5032,6.9237,-3.2536
EPHA4,-2.9443,-2.1338,4.4825,0.3039
EPHA5,1.0164,-0.5304,-1.4885,1.0198
EPHA7,-2.7606,-2.2207,-1.5271,6.1657
EPHB1,-2.1716,0.4823,-1.2337,2.6545
EPHB2,-5.1227,-0.7255,4.6617,0.6576
EPHB3,-0.7324,-2.0867,3.3786,-0.6501
EPHB4,-1.6897,-5.1181,0.4136,5.869
EPHB6,1.5651,0.135,-1.5275,-0.0304
EPHX1,4.0813,0.4823,-1.7482,-2.2871
EPHX2,4.7958,-4.1147,-2.1566,1.6702
EPM2A,-1.9692,-0.571,-3.0298,5.3145
EPM2AIP1,0.4498,-3.6247,-0.7777,3.6805
EPN1,0.8836,-0.4526,-1.15,0.7422
EPN2,-0.9268,-2.4156,-1.3139,4.3796
EPN3,1.1066,0.6929,-1.0339,-0.6126
EPO,2.8393,0.8661,-3.7305,0.2553
EPOR,0.4156,-4.2721,-0.3174,3.8349
EPRS,-0.3252,0.5745,-0.5788,0.3135
EPS15,0.1557,4.3864,1.2664,-5.4812
EPS15L1,-0.5453,-2.219,-1.9341,4.4594
EPS8,-1.0328,0.3999,3.4451,-2.743
EPS8L1,1.491,0.417,0.1545,-1.8412
EPS8L2,3.8252,-0.871,0.7982,-3.3024
EPS8L3,3.5177,-0.9962,-2.6235,0.3745
EPYC,-5.3526,-1.3766,18.0961,-7.4955
ERAF,1.8736,0.7974,-2.1697,-0.2974
ERAL1,-3.4838,1.6175,-2.9492,4.4362
ERBB2,-0.1395,-0.805,-1.6127,2.4194
ERBB2IP,-1.709,-1.8713,0.9893,2.2666
ERBB3,4.5352,2.8318,-3.4949,-3.1803
ERBB4,-0.2845,-0.5489,-1.4898,2.1903
ERC1,-2.0438,-3.9113,-0.864,6.4546
ERC2,-3.4433,-1.5337,-0.7901,5.3206
ERCC1,-0.8822,-1.3406,2.1934,-0.0917
ERCC2,0.3248,-2.4461,2.2142,-0.1702
ERCC3,-1.481,-0.5682,-3.3899,5.2019
ERCC4,-2.17,1.2051,-0.567,1.3337
ERCC5,4.3991,-2.2616,-0.224,-1.4874
ERCC6,0.4752,1.3052,-0.9191,-0.7297
ERCC6L,-3.3698,3.7204,-3.2437,2.6538
ERCC8,-3.9529,0.3892,1.722,1.3936
EREG,1.3794,1.6978,1.6658,-4.4665
ERF,-1.1126,-2.3568,-1.8612,5.0659
ERG,0.1423,0.3375,5.72,-5.9596
ERGIC2,-2.4936,2.4291,0.85,-0.8563
ERGIC3,-3.3108,-0.2397,-1.5477,4.6937
ERH,-2.8882,0.0727,-2.593,5.0712
ERLIN1,-2.1541,1.5552,-0.9223,1.3419
ERLIN2,1.4287,-3.064,-1.9859,3.4734
ERMAP,0.0621,1.7287,-1.0444,-0.6323
ERMP1,2.2045,1.5979,-2.7068,-0.8081
ERN1,1.7735,1.23,-1.3094,-1.4236
ERN2,4.6707,-0.6377,-2.8973,-0.6372
ERO1L,1.3741,3.6369,1.8055,-6.5485
ERO1LB,-3.3108,3.0982,0.6892,-0.6043
ERP29,-1.7332,0.8737,-3.3675,3.9766
ESD,-0.3092,-1.6362,1.3071,0.5144
ESF1,1.2484,-3.8113,-1.5022,3.8444
ESPL1,-2.5935,1.9193,-4.5127,4.8638
ESR1,3.4439,1.5956,-4.2414,-0.456
ESR2,2.7361,-0.7398,-4.1748,2.2277
ESRRA,7.3089,2.7455,-1.721,-7.3139
ESRRG,2.2455,-3.0387,-1.8539,2.5885
ETAA1,-0.5132,-1.6286,0.3561,1.6004
ETF1,1.2849,2.0407,2.7301,-5.8358
ETFA,-0.2176,3.474,0.461,-3.437
ETFB,1.6347,2.2066,0.9508,-4.4632
ETFDH,1.0984,3.9722,1.179,-5.9237
ETHE1,-0.8195,1.9879,2.9716,-3.9937
ETNK1,-4.7693,1.8202,0.0993,2.3177
ETNK2,-2.1158,-0.396,-3.6567,5.9204
ETS1,-0.5343,3.0416,5.9918,-8.5002
ETS2,2.2767,-0.1865,2.8615,-4.6561
ETV1,-4.8131,-3.9824,17.203,-4.7202
ETV2,-1.2809,-1.417,-2.7177,5.1791
ETV3,1.6442,-0.9055,-2.2679,1.5532
ETV4,0.4649,-0.3083,0.5906,-0.6913
ETV5,-2.0075,-1.9825,2.4208,1.2553
ETV6,1.2547,2.3797,-0.3089,-3.0019
ETV7,1.2065,11.1713,-3.757,-6.7673
EVC,-0.3612,-5.2024,7.4477,-1.7274
EVI1,-1.125,-0.5314,-4.0933,5.5221
EVI2A,-4.5658,8.0867,10.768,-15.2139
EVI2B,-3.0746,10.277,7.0244,-15.2325
EVI5,-1.0142,-3.4195,3.9316,0.2798
EVL,-0.9807,-3.2175,3.0802,0.8501
EVPL,3.6236,-1.6219,0.5682,-2.1967
EVX1,2.9403,0.197,-2.208,-0.6234
EWSR1,-1.8367,1.8486,0.0633,-0.1446
EXDL2,-1.9816,-0.627,-0.7616,3.0704
EXO1,-4.6364,3.2264,-3.5103,4.461
EXOC1,-0.039,2.8812,0.2396,-2.8367
EXOC2,-2.1855,2.3059,0.8882,-1.0471
EXOC3,1.7145,0.6858,0.5718,-2.6992
EXOC5,-4.0196,1.1278,2.6726,-0.1234
EXOC6B,-1.1957,-3.9438,1.8482,2.8507
EXOC7,0.3991,-1.138,-0.7338,1.3979
EXOD1,-0.1069,2.9296,-1.8034,-0.8386
EXOSC10,-1.3956,0.6917,-1.1186,1.6632
EXOSC2,-1.5651,0.4177,-1.5032,2.441
EXOSC4,2.7411,1.278,-0.0655,-3.5419
EXOSC5,-0.1195,3.1458,-3.887,0.9146
EXOSC7,1.9417,-2.4513,-2.8153,3.2518
EXOSC8,-3.7314,2.1642,-0.4208,1.6481
EXOSC9,-3.5463,3.7379,-1.056,0.7058
EXPH5,5.483,-0.528,-2.8642,-1.4259
EXT1,0.6682,-2.654,3.7656,-1.7265
EXT2,-4.1836,-0.3632,2.415,1.6207
EXTL1,-0.9693,-1.7501,3.7954,-1.1252
EXTL2,-4.1351,-3.3473,1.0419,5.8164
EXTL3,0.7611,-5.4068,0.1438,4.0457
EYA1,0.4123,-0.8327,-2.3008,2.6157
EYA2,3.5704,0.2825,-2.6016,-0.8642
EYA3,-1.2925,2.9603,-2.0534,0.4073
EYA4,-4.6091,-4.3941,1.0425,7.3227
EZH1,-0.0378,0.255,-0.5271,0.3045
EZH2,-3.1079,1.7952,-3.3314,4.302
F10,1.0513,-3.8482,-0.751,3.3044
F11,1.9593,-0.0778,-1.9442,0.2169
F11R,2.0502,0.2582,-2.0775,-0.0425
F12,1.2359,1.5322,-1.6991,-0.8575
F13A1,-3.93,-0.2437,13.3969,-7.5118
F13B,1.2105,2.0479,-1.8213,-1.1884
F2,3.389,0.7603,-3.6324,-0.1983
F2R,-8.3141,-1.7437,12.8174,-1.9881
F2RL1,0.8824,-1.052,1.7193,-1.4564
F2RL2,-2.4595,-1.1471,5.4311,-1.829
F2RL3,-1.891,-0.0102,0.4766,1.2036
F3,1.3621,-3.3202,4.8491,-2.7306
F5,-0.1053,1.1008,3.3357,-4.1606
F7,-0.0845,-5.1679,2.2313,2.5387
F8,1.8429,3.6342,0.0949,-5.1453
F9,1.6224,-0.0318,-2.3113,0.8073
FA2H,2.371,-0.7793,-3.3506,1.8257
FAAH,5.0618,2.4274,-2.8673,-3.849
FABP1,2.1489,-0.7112,-1.5965,0.3055
FABP2,1.8976,-0.8986,-0.674,-0.186
FABP3,0.602,-2.1383,-1.4756,2.8615
FABP4,-4.7865,-2.371,12.7438,-4.1442
FABP5,-4.0486,-0.3688,2.0503,1.8639
FABP6,0.1695,-0.3314,-2.3377,2.3993
FABP7,-0.0336,-1.8549,-1.1861,2.8875
FADD,1.135,0.7842,-0.2528,-1.4729
FADS1,-6.9663,-1.8768,2.824,4.9294
FADS2,-4.6926,-2.3017,2.039,4.2439
FADS3,2.5186,1.6023,-1.2511,-2.4743
FAF1,0.7861,2.1984,-2.4056,-0.4011
FAH,0.2584,-1.5623,0.9701,0.2711
FAHD2A,0.3838,0.5295,-2.6378,1.6907
FAIM,3.163,1.3457,-3.9209,-0.2812
FAIM2,1.3679,0.2429,-1.7725,0.2736
FAIM3,0.5918,4.348,1.5996,-6.2535
FAM102A,3.5652,-0.5869,0.9632,-3.5138
FAM105A,-2.6961,8.268,1.5196,-6.4022
FAM107A,3.8254,0.2569,-4.9537,1.0826
FAM108B1,-2.083,0.6655,-0.7021,1.8867
FAM110B,-2.8995,-4.0112,-1.3811,8.0541
FAM111A,1.1942,4.529,-1.8499,-3.3673
FAM115A,2.2211,-3.5207,-0.8044,2.0204
FAM117A,-2.148,-0.4781,-1.9348,4.2558
FAM118A,-1.4366,1.3258,2.5381,-2.3876
FAM119B,1.6118,-0.5925,-2.8447,1.8406
FAM120A,5.7058,1.0509,0.5661,-6.6771
FAM120C,1.6159,1.285,-4.5355,1.6354
FAM124B,-2.7265,0.9614,5.6915,-3.8128
FAM125B,-1.5593,-2.2885,-1.7699,5.3399
FAM127A,-2.0549,-2.7358,2.5516,1.8551
FAM127B,-0.2618,1.0558,-2.5674,1.7096
FAM128A,-0.0671,-0.7282,-2.9983,3.6299
FAM128B,2.4198,-1.8618,-3.4995,2.9263
FAM129A,1.6862,5.6669,2.4357,-9.8206
FAM12A,0.063,2.7501,-2.1326,-0.5169
FAM12B,1.2942,-0.0534,-2.1976,1.006
FAM130A1,-5.2164,-3.132,0.8874,6.7838
FAM130A2,-0.8134,-6.8901,-0.4041,7.5724
FAM131A,-1.547,2.432,-2.4134,1.4405
FAM131B,-0.5273,-2.5518,2.1661,0.7165
FAM134A,2.2654,-2.2292,-2.8365,2.7764
FAM134B,1.6109,-3.3887,-1.563,3.1877
FAM134C,-2.3224,1.4121,1.0324,-0.2596
FAM136A,-1.9009,-1.7119,-1.9687,5.2955
FAM13A1,2.3717,2.8842,-3.5881,-1.2966
FAM18B,-1.4768,-0.1977,2.4065,-0.8185
FAM20B,-0.7543,-0.128,-1.0947,1.8343
FAM26B,1.7347,3.9255,1.932,-7.3672
FAM29A,-2.2899,3.0685,-2.9614,2.0341
FAM30A,-2.7169,3.6256,-0.1364,-0.7734
FAM32A,-3.9077,0.8939,-1.7882,4.3522
FAM38A,3.0879,-0.5506,5.4289,-7.7434
FAM38B,-5.1646,-3.0456,14.3844,-4.038
FAM3A,2.7106,2.5556,-2.2079,-2.5929
FAM3C,1.329,-0.0285,4.4897,-5.5454
FAM46A,-2.3203,1.0956,6.2574,-4.8362
FAM46C,-0.5265,3.7491,-1.8846,-1.1134
FAM48A,-2.4041,-1.0676,0.993,2.129
FAM49A,-2.5172,4.3747,4.1168,-5.8336
FAM49B,-2.1237,6.1429,2.5755,-6.2685
FAM50A,0.4605,4.5403,0.9503,-5.5856
FAM50B,0.2784,0.0322,-1.7798,1.4302
FAM53B,3.3074,-1.6039,-2.6709,1.1474
FAM53C,1.0019,-1.4953,-1.5417,1.9729
FAM55D,2.119,-0.0515,-2.0496,0.1542
FAM57A,-2.7811,-3.0631,0.9002,4.4344
FAM59A,1.3654,-0.1005,-1.5616,0.3913
FAM5B,-0.6578,-1.8162,-2.1321,4.3738
FAM5C,1.3049,0.9523,-2.782,0.6281
FAM60A,-3.9038,-0.9393,-1.5875,6.0034
FAM62A,-1.0277,-1.1903,-2.8617,4.8525
FAM63A,3.8756,-2.3553,-2.4769,1.1713
FAM63B,2.3526,-3.8268,6.9799,-5.0554
FAM64A,-5.5013,2.2484,-3.1479,5.8165
FAM65A,0.454,-0.8278,3.9216,-3.3707
FAM70A,-1.4755,-0.7902,1.8928,0.2056
FAM77C,-0.8738,-2.1354,-2.5588,5.332
FAM82B,1.0456,1.9673,2.7197,-5.5048
FAM82C,2.4848,2.502,0.5367,-5.1253
FAM83E,3.2274,1.4535,-2.3197,-1.9169
FAM89B,-1.2489,-0.3884,2.5602,-0.9862
FAM8A1,0.1574,1.0688,-1.8552,0.655
FAM90A1,1.7987,-1.1949,-4.971,4.238
FAM96B,-1.4508,2.2023,-1.2592,0.468
FAM98A,1.7909,-1.1987,1.9474,-2.3412
FANCA,-1.2218,2.9693,-5.6853,3.6678
FANCC,-0.7265,-1.8709,-3.5926,6.0107
FANCE,-3.0852,2.6827,-4.9634,5.004
FANCF,0.1088,-1.8158,-2.4105,3.9353
FANCG,-2.7324,3.2906,-4.4195,3.5893
FANCI,-3.1365,1.3546,-2.5695,4.0004
FAP,-6.7911,-0.7888,24.294,-9.1936
FARP1,-0.9442,-4.6466,1.8619,3.2316
FARP2,3.4415,-1.387,-2.9506,1.0976
FARS2,-1.5294,4.0595,-0.9257,-1.4191
FARSA,1.2743,0.2693,-3.2387,1.7076
FAS,-1.2448,3.8542,6.9088,-9.6192
FASLG,0.1299,7.0383,-0.7146,-5.6672
FASN,-0.2612,-0.9216,0.6613,0.4386
FASTK,4.0052,1.149,-3.127,-1.5312
FASTKD1,1.0278,1.0202,-2.0009,0.0751
FASTKD2,-2.051,0.4237,-3.0145,4.3649
FASTKD3,-1.6065,3.9078,-1.1953,-0.9627
FASTKD5,-0.7727,0.2774,-3.6267,3.9189
FAT,-0.8949,-2.6835,6.7249,-2.9129
FAT2,5.8883,-0.4314,0.0267,-4.6986
FAU,4.0162,0.957,-3.1972,-1.2985
FBL,-2.4526,-1.1829,-2.802,6.1654
FBLN1,-3.5379,-5.1095,10.3599,-1.1712
FBLN2,-5.132,-5.5092,9.7447,0.8459
FBLN5,-3.2012,-3.6724,5.84,0.7091
FBN1,-6.8396,-3.8259,25.3388,-5.9648
FBN2,-6.478,-3.846,1.6867,7.7827
FBP1,2.1535,5.5532,1.1797,-8.6474
FBXL11,2.0666,0.0224,-0.3135,-1.525
FBXL12,-1.4043,-1.0268,-1.9075,4.0765
FBXL15,0.8143,0.0854,1.5816,-2.3197
FBXL18,1.6724,-2.7097,-0.5999,1.5776
FBXL2,-1.0785,-2.7484,0.2509,3.2406
FBXL4,-2.7705,2.4018,-0.5699,0.7659
FBXL5,-1.8755,2.7231,2.3896,-3.15
FBXL6,3.7484,-0.3121,0.9411,-3.9183
FBXL7,-1.1839,-5.1293,7.6941,-1.2746
FBXL8,4.3193,0.765,-2.1726,-2.3354
FBXO11,-3.6368,-3.3528,0.063,6.4375
FBXO17,-3.5545,-3.129,-1.8884,8.3845
FBXO2,-1.969,-4.0029,-0.7829,6.3749
FBXO21,0.6496,-0.1146,-3.676,3.0365
FBXO22,-0.8307,1.7226,-0.569,-0.2993
FBXO24,4.02,-1.3933,-3.4663,1.0992
FBXO28,-2.5176,0.6377,-2.156,3.7267
FBXO3,-0.0764,2.2327,1.816,-3.7689
FBXO34,3.5272,4.018,-3.745,-3.1602
FBXO38,1.1785,-0.0105,2.15,-3.111
FBXO40,0.9122,0.3128,-0.8365,-0.2842
FBXO41,0.1257,-2.9395,-1.7492,4.3299
FBXO42,-1.6595,-1.2888,2.235,0.4993
FBXO46,-0.3017,-1.7657,-0.3768,2.252
FBXO5,-6.0974,4.6133,-1.9504,2.8764
FBXO7,-2.9712,2.8493,0.7074,-0.6878
FBXO9,-2.1741,3.6684,0.4451,-1.8425
FBXW11,0.4816,-2.0978,0.7457,0.7746
FBXW2,-2.3801,-0.4834,2.0314,0.5757
FBXW4,3.6824,-0.797,-2.9595,0.3659
FBXW7,-4.7356,0.9109,3.556,-0.1611
FCAR,-0.0461,4.3965,0.8579,-4.8608
FCER1A,-0.8085,0.7768,5.8488,-5.5936
FCER1G,-2.9873,11.7344,5.7959,-15.1325
FCER2,1.4763,0.4357,-1.0154,-0.7174
FCF1,0.0653,0.1254,-1.1917,0.9693
FCGBP,3.0159,0.8049,1.4254,-4.8541
FCGR1A,-2.7324,10.3941,5.6979,-13.8782
FCGR2A,-3.2099,8.6163,8.079,-14.4566
FCGR2B,-4.0836,10.0689,6.3731,-12.4637
FCGRT,-5.5018,1.9643,2.8761,0.1158
FCHO1,1.9442,2.8919,-3.5363,-0.9805
FCHSD2,-0.3316,2.3579,-1.2387,-0.6685
FCMD,1.5561,0.8957,-1.3504,-0.8882
FCN1,-2.5637,6.3526,2.4352,-5.8724
FCN2,1.3828,0.1677,-0.9406,-0.4621
FCN3,-1.3213,0.6474,2.5548,-1.8713
FCRL2,-0.5535,5.2067,-0.1165,-4.0979
FDFT1,0.8476,2.1239,-2.3481,-0.4411
FDX1,0.7121,1.2688,-0.3181,-1.4831
FDXR,2.9621,-0.9761,-3.2305,1.386
FECH,-0.4901,3.8977,0.5801,-3.6928
FEM1B,-1.5102,1.9731,1.5808,-2.0005
FEM1C,0.1072,1.947,3.4033,-5.2721
FEN1,-2.959,2.069,-1.2012,1.8355
FER,-2.4216,1.1912,2.3875,-1.2587
FER1L3,3.6929,0.4288,5.0023,-9.0648
FES,1.6163,1.846,-2.5574,-0.6653
FETUB,4.4715,-0.8114,-2.7856,-0.4293
FEV,1.8,-0.6156,-1.9587,0.8615
FEZ1,-4.3863,-4.4948,9.8453,-0.6079
FEZ2,-0.1503,0.4739,3.3862,-3.5595
FEZF2,1.3651,-0.1952,-1.11,0.048
FGA,1.4511,0.0525,-2.4368,0.9985
FGB,1.7136,-0.3538,-2.4301,1.1422
FGD1,-1.5842,-3.3602,-0.5668,5.1409
